week_end_date,cbsa_code,cbsa_title,hh_rank,median_listing_price_yy,active_listing_count_yy,median_days_on_market_by_day_yy,median_days_on_market_yy,new_listing_count_yy,new_listing_share_yy,price_reduced_count_yy,price_reduced_share_yy
10/7/2017,35300,"new haven-milford, ct",62,0.0%,-17.5%,-9,-10.6%,-7.3%,0.6%,-30.0%,-0.6%
10/7/2017,35840,"north port-sarasota-bradenton, fl",63,-3.1%,3.3%,7,8.1%,19.5%,1.0%,1.4%,1.1%
10/7/2017,19380,"dayton, oh",64,20.8%,-19.3%,-13,-18.1%,-11.3%,0.7%,27.2%,1.8%
10/7/2017,46520,"urban honolulu, hi",65,-2.9%,0.8%,-4,-6.3%,7.9%,0.6%,-6.7%,0.3%
10/7/2017,10900,"allentown-bethlehem-easton, pa-nj",66,12.5%,-17.8%,-14,-16.3%,8.3%,1.7%,-13.5%,1.2%
10/7/2017,12940,"baton rouge, la",67,1.8%,24.4%,-4,-5.6%,7.3%,-0.9%,48.2%,1.9%
10/7/2017,17900,"columbia, sc",68,6.1%,-9.6%,-1,-1.4%,-3.8%,0.4%,11.2%,0.9%
10/7/2017,24660,"greensboro-high point, nc",69,20.3%,-22.6%,-6,-6.5%,-1.8%,1.4%,-17.0%,0.2%
10/7/2017,23420,"fresno, ca",70,9.1%,-7.4%,-8,-14.8%,11.3%,1.8%,22.4%,-0.1%
10/7/2017,30780,"little rock-north little rock-conway, ar",71,6.9%,-11.9%,-4,-5.3%,-10.5%,0.1%,-2.2%,-0.3%
10/7/2017,16700,"charleston-north charleston, sc",72,3.3%,-0.4%,-1,-1.1%,121.8%,3.9%,-13.7%,4.1%
10/7/2017,10420,"akron, oh",73,16.4%,-16.6%,-10,-14.1%,0.9%,1.4%,7.4%,0.1%
10/7/2017,15980,"cape coral-fort myers, fl",74,-3.5%,-3.1%,12,13.8%,7.8%,0.7%,41.5%,0.4%
10/7/2017,21340,"el paso, tx",75,2.4%,0.6%,-3,-3.4%,47.2%,2.3%,0.6%,0.4%
10/7/2017,37100,"oxnard-thousand oaks-ventura, ca",76,10.5%,-12.8%,-12,-20.3%,5.8%,1.7%,18.3%,0.1%
10/7/2017,17820,"colorado springs, co",77,11.9%,-8.9%,-7,-12.3%,15.1%,2.4%,-20.2%,0.5%
10/7/2017,31540,"madison, wi",78,5.0%,-15.3%,-7,-9.9%,-3.8%,0.8%,-3.2%,1.3%
10/7/2017,12540,"bakersfield, ca",79,8.3%,-13.0%,-10,-15.6%,-4.2%,0.8%,-11.4%,0.2%
10/7/2017,45060,"syracuse, ny",80,9.0%,-21.7%,-6,-7.6%,-12.8%,0.7%,21.2%,1.0%
10/7/2017,49180,"winston-salem, nc",81,10.6%,-21.7%,-8,-9.0%,-3.1%,1.2%,-1.5%,0.0%
10/7/2017,19660,"deltona-daytona beach-ormond beach, fl",82,2.2%,-6.4%,-2,-2.5%,57.6%,2.7%,-12.2%,2.6%
10/7/2017,48620,"wichita, ks",83,2.6%,3.8%,-5,-8.6%,18.7%,1.0%,16.8%,0.0%
10/7/2017,45780,"toledo, oh",84,7.9%,-17.6%,-5,-7.4%,-7.7%,0.8%,9.2%,-1.1%
10/7/2017,14260,"boise city, id",85,15.6%,-8.3%,-7,-15.2%,10.6%,1.5%,9.4%,0.3%
10/7/2017,44140,"springfield, ma",86,10.3%,-12.7%,-9,-11.7%,9.3%,1.5%,-10.0%,-0.7%
10/7/2017,19780,"des moines-west des moines, ia",87,5.8%,5.4%,-6,-8.3%,23.8%,1.2%,-21.7%,-0.3%
10/7/2017,29460,"lakeland-winter haven, fl",88,10.1%,-12.7%,6,8.2%,14.9%,1.6%,7.0%,0.5%
10/7/2017,37340,"palm bay-melbourne-titusville, fl",89,5.6%,6.7%,3,4.6%,78.0%,3.3%,12.2%,2.9%
10/7/2017,32580,"mcallen-edinburg-mission, tx",90,3.3%,14.6%,-8,-8.1%,-1.1%,-0.6%,9.4%,0.3%
10/7/2017,42540,"scranton--wilkes-barre--hazleton, pa",91,6.4%,-13.0%,-11,-10.1%,14.4%,1.2%,6.1%,1.3%
10/7/2017,25420,"harrisburg-carlisle, pa",92,5.7%,-14.2%,-9,-10.5%,-4.6%,0.6%,0.0%,0.2%
10/7/2017,49660,"youngstown-warren-boardman, oh-pa",93,13.7%,-8.7%,-15,-16.0%,24.8%,1.6%,-4.4%,1.2%
10/7/2017,12260,"augusta-richmond county, ga-sc",94,9.3%,-17.0%,-13,-12.9%,0.5%,1.1%,-68.8%,0.0%
10/7/2017,44700,"stockton-lodi, ca",95,8.5%,-13.0%,-6,-13.0%,15.6%,3.1%,-20.7%,-0.1%
10/7/2017,16860,"chattanooga, tn-ga",96,13.2%,-18.5%,0,0.0%,-28.1%,-0.8%,9.6%,1.2%
10/7/2017,38860,"portland-south portland, me",97,5.0%,-13.5%,-16,-17.0%,8.0%,1.3%,16.5%,0.8%
10/7/2017,20500,"durham-chapel hill, nc",98,8.3%,-16.8%,-8,-9.3%,-14.1%,0.2%,-4.2%,-2.2%
10/7/2017,44060,"spokane-spokane valley, wa",99,10.0%,-3.7%,-9,-14.3%,13.7%,1.3%,-3.6%,1.1%
10/7/2017,27140,"jackson, ms",100,13.5%,-5.3%,3,3.6%,1.4%,0.3%,-7.0%,1.3%
9/30/2017,35620,"new york-newark-jersey city, ny-nj-pa",1,11.9%,-6.4%,-9,-10.8%,-5.4%,0.1%,-15.7%,-0.2%
9/30/2017,31080,"los angeles-long beach-anaheim, ca",2,7.1%,-14.9%,-7,-14.3%,-10.5%,0.5%,-8.2%,-0.4%
9/30/2017,16980,"chicago-naperville-elgin, il-in-wi",3,7.1%,-8.3%,-8,-13.1%,5.7%,1.1%,50.6%,0.4%
9/30/2017,19100,"dallas-fort worth-arlington, tx",4,-2.0%,16.6%,2,3.9%,-2.1%,-1.6%,-23.3%,1.6%
9/30/2017,37980,"philadelphia-camden-wilmington, pa-nj-de-md",5,8.7%,-4.2%,-8,-10.1%,6.9%,0.7%,-8.5%,0.1%
9/30/2017,47900,"washington-arlington-alexandria, dc-va-md-wv",6,4.6%,-2.4%,-5,-9.1%,1.9%,0.4%,6.5%,1.0%
9/30/2017,26420,"houston-the woodlands-sugar land, tx",7,-1.0%,2.7%,6,9.8%,-1.6%,-0.3%,-9.9%,-1.5%
9/30/2017,33100,"miami-fort lauderdale-west palm beach, fl",8,4.0%,-2.8%,16,18.8%,-7.1%,-0.2%,-6.2%,0.2%
9/30/2017,12060,"atlanta-sandy springs-roswell, ga",9,11.1%,-5.8%,6,11.5%,-1.1%,0.4%,-19.1%,0.0%
9/30/2017,14460,"boston-cambridge-newton, ma-nh",10,6.0%,-10.1%,-7,-12.5%,-3.7%,0.7%,-39.7%,1.5%
9/30/2017,41860,"san francisco-oakland-hayward, ca",11,9.9%,-19.6%,-8,-22.9%,-3.2%,2.5%,3.9%,-0.1%
9/30/2017,19820,"detroit-warren-dearborn, mi",12,18.2%,-11.2%,-6,-11.5%,0.2%,1.0%,-5.9%,0.8%
9/30/2017,38060,"phoenix-mesa-scottsdale, az",13,3.9%,-8.8%,-6,-10.7%,-0.7%,0.8%,-25.6%,0.0%
9/30/2017,42660,"seattle-tacoma-bellevue, wa",14,11.6%,-11.7%,0,0.0%,16.4%,3.4%,-11.8%,1.0%
9/30/2017,33460,"minneapolis-st. paul-bloomington, mn-wi",15,10.4%,-13.4%,-6,-11.5%,-6.5%,0.7%,-16.7%,0.4%
9/30/2017,40140,"riverside-san bernardino-ontario, ca",16,5.8%,-16.0%,-13,-20.6%,-12.6%,0.3%,-0.4%,0.0%
9/30/2017,45300,"tampa-st. petersburg-clearwater, fl",17,6.0%,-5.5%,4,6.3%,-2.5%,0.2%,-18.4%,0.4%
9/30/2017,41740,"san diego-carlsbad, ca",18,4.6%,-14.1%,-5,-12.2%,-7.8%,0.7%,5.9%,-0.2%
9/30/2017,41180,"st. louis, mo-il",19,11.4%,-3.7%,-6,-8.3%,5.7%,0.6%,6.1%,1.1%
9/30/2017,19740,"denver-aurora-lakewood, co",20,2.2%,-2.0%,-4,-9.3%,-7.0%,-0.6%,-11.5%,0.5%
9/30/2017,12580,"baltimore-columbia-towson, md",21,7.9%,-10.4%,-7,-10.3%,8.0%,1.3%,0.4%,0.1%
9/30/2017,38300,"pittsburgh, pa",22,8.9%,-8.3%,-7,-8.6%,-2.6%,0.3%,12.6%,0.4%
9/30/2017,38900,"portland-vancouver-hillsboro, or-wa",23,7.8%,6.9%,-1,-2.2%,13.0%,0.6%,19.1%,1.0%
9/30/2017,16740,"charlotte-concord-gastonia, nc-sc",24,11.3%,-8.5%,-4,-5.7%,-1.2%,0.5%,-9.5%,0.2%
9/30/2017,36740,"orlando-kissimmee-sanford, fl",25,4.2%,-8.7%,4,5.6%,-1.9%,0.5%,-8.7%,-0.5%
9/30/2017,17460,"cleveland-elyria, oh",26,13.3%,-13.7%,-9,-11.7%,2.9%,1.1%,16.9%,1.9%
9/30/2017,17140,"cincinnati, oh-ky-in",27,23.7%,-13.5%,-7,-10.9%,-10.1%,0.3%,-12.1%,0.9%
9/30/2017,41700,"san antonio-new braunfels, tx",28,0.7%,10.9%,-3,-4.5%,5.1%,-0.4%,83.8%,0.9%
9/30/2017,40900,"sacramento--roseville--arden-arcade, ca",29,4.7%,-5.9%,-6,-12.0%,2.3%,0.8%,-11.6%,-0.1%
9/30/2017,28140,"kansas city, mo-ks",30,17.8%,-5.9%,-5,-7.9%,12.5%,1.5%,13.5%,2.3%
9/30/2017,18140,"columbus, oh",31,20.2%,-9.9%,-7,-11.7%,-2.5%,0.7%,-4.8%,0.8%
9/30/2017,26900,"indianapolis-carmel-anderson, in",32,25.0%,-14.2%,-7,-10.6%,0.5%,1.2%,-36.7%,0.7%
9/30/2017,29820,"las vegas-henderson-paradise, nv",33,12.9%,-30.7%,-12,-19.7%,-4.9%,2.8%,15.6%,-0.3%
9/30/2017,12420,"austin-round rock, tx",34,-6.4%,18.0%,4,6.6%,4.3%,-0.8%,24.5%,2.5%
9/30/2017,34980,"nashville-davidson--murfreesboro--franklin, tn",35,16.9%,-23.1%,0,0.0%,-1.7%,2.1%,-64.9%,2.9%
9/30/2017,41940,"san jose-sunnyvale-santa clara, ca",36,20.2%,-47.4%,-5,-13.9%,-20.6%,6.1%,7.9%,-2.7%
9/30/2017,47260,"virginia beach-norfolk-newport news, va-nc",37,3.8%,-2.7%,-6,-8.1%,2.7%,0.3%,4.6%,-0.4%
9/30/2017,33340,"milwaukee-waukesha-west allis, wi",38,5.5%,-33.8%,-6,-10.0%,-9.7%,2.1%,-11.2%,3.0%
9/30/2017,39300,"providence-warwick, ri-ma",39,6.1%,-13.0%,-6,-9.4%,-0.2%,1.0%,-7.9%,0.1%
9/30/2017,27260,"jacksonville, fl",40,4.0%,-9.8%,-2,-2.7%,-9.2%,0.0%,7.2%,-1.6%
9/30/2017,36420,"oklahoma city, ok",41,2.7%,1.2%,0,0.0%,7.7%,0.4%,-21.1%,-0.8%
9/30/2017,31140,"louisville/jefferson county, ky-in",42,21.3%,-6.4%,-2,-3.4%,4.6%,0.9%,-11.2%,0.6%
9/30/2017,32820,"memphis, tn-ms-ar",43,10.0%,-16.6%,-13,-18.3%,1.3%,1.3%,27.8%,0.8%
9/30/2017,35380,"new orleans-metairie, la",44,8.6%,0.5%,0,0.0%,-2.9%,-0.2%,20.9%,0.9%
9/30/2017,40060,"richmond, va",45,7.8%,-4.1%,-2,-3.2%,2.7%,0.5%,21.4%,0.6%
9/30/2017,15380,"buffalo-cheektowaga-niagara falls, ny",46,11.4%,-18.1%,-5,-9.3%,-9.8%,0.8%,4.2%,1.3%
9/30/2017,25540,"hartford-west hartford-east hartford, ct",47,-1.8%,0.8%,-10,-12.5%,5.1%,0.2%,-3.2%,-0.8%
9/30/2017,39580,"raleigh, nc",48,7.4%,-1.2%,-1,-1.6%,9.6%,0.8%,-6.4%,0.0%
9/30/2017,13820,"birmingham-hoover, al",49,10.1%,-12.9%,-5,-5.9%,-10.1%,0.2%,-31.1%,0.5%
9/30/2017,40380,"rochester, ny",50,9.7%,-23.8%,-10,-17.2%,-6.8%,1.4%,16.5%,0.7%
9/30/2017,46060,"tucson, az",51,8.1%,-9.8%,-10,-15.2%,-11.4%,-0.1%,19.9%,0.6%
9/30/2017,41620,"salt lake city, ut",52,7.4%,3.9%,-7,-15.9%,24.5%,1.9%,9.1%,0.7%
9/30/2017,24340,"grand rapids-wyoming, mi",53,-9.1%,99.6%,-32,-41.0%,326.3%,5.1%,8.5%,3.6%
9/30/2017,46140,"tulsa, ok",54,6.1%,4.2%,3,4.9%,-18.7%,-1.6%,-1.0%,1.0%
9/30/2017,10580,"albany-schenectady-troy, ny",55,12.5%,-8.7%,-2,-2.3%,-13.6%,-0.3%,5.7%,1.1%
9/30/2017,10740,"albuquerque, nm",56,4.1%,-10.0%,-5,-7.7%,-6.9%,0.2%,-5.8%,1.2%
9/30/2017,49340,"worcester, ma-ct",57,5.5%,-8.4%,-9,-13.6%,-3.1%,0.5%,-6.2%,1.8%
9/30/2017,36540,"omaha-council bluffs, ne-ia",58,18.3%,-8.0%,1,2.2%,-6.7%,0.1%,-18.2%,1.1%
9/30/2017,28940,"knoxville, tn",59,11.1%,-18.2%,-11,-12.9%,-5.3%,0.8%,-19.0%,1.5%
9/30/2017,14860,"bridgeport-stamford-norwalk, ct",60,0.0%,-5.6%,-13,-12.1%,-3.5%,0.1%,-7.8%,-0.3%
9/30/2017,24860,"greenville-anderson-mauldin, sc",61,6.0%,-10.3%,-7,-9.2%,-5.4%,0.3%,6.1%,1.0%
9/30/2017,35300,"new haven-milford, ct",62,0.0%,-16.8%,-9,-10.5%,-29.3%,-0.8%,-23.2%,-1.0%
9/30/2017,35840,"north port-sarasota-bradenton, fl",63,-3.0%,3.3%,9,10.3%,-14.0%,-1.1%,-4.7%,0.5%
9/30/2017,19380,"dayton, oh",64,15.7%,-19.5%,-13,-18.1%,0.3%,1.6%,-1.8%,1.6%
9/30/2017,46520,"urban honolulu, hi",65,-4.2%,0.4%,-1,-1.6%,-2.4%,-0.2%,-6.6%,1.0%
9/30/2017,10900,"allentown-bethlehem-easton, pa-nj",66,12.5%,-16.5%,-12,-14.1%,0.7%,1.1%,-4.9%,0.6%
9/30/2017,12940,"baton rouge, la",67,1.3%,22.2%,-4,-5.6%,11.4%,-0.6%,53.1%,1.2%
9/30/2017,17900,"columbia, sc",68,5.3%,-8.2%,-2,-2.7%,-2.6%,0.3%,-4.4%,-0.4%
9/30/2017,24660,"greensboro-high point, nc",69,20.1%,-22.1%,-3,-3.3%,-2.0%,1.2%,-5.8%,1.8%
9/30/2017,23420,"fresno, ca",70,9.1%,-8.8%,-6,-11.3%,-1.4%,0.7%,3.3%,-0.7%
9/30/2017,30780,"little rock-north little rock-conway, ar",71,6.3%,-9.6%,-3,-4.0%,-16.7%,-0.5%,12.4%,0.5%
9/30/2017,16700,"charleston-north charleston, sc",72,5.3%,-1.4%,4,4.7%,-2.8%,-0.1%,-17.4%,1.5%
9/30/2017,10420,"akron, oh",73,15.5%,-16.4%,-12,-16.9%,8.0%,1.9%,11.1%,1.6%
9/30/2017,15980,"cape coral-fort myers, fl",74,-3.3%,-3.1%,11,12.1%,-21.4%,-1.2%,-11.7%,-0.5%
9/30/2017,21340,"el paso, tx",75,2.4%,-1.1%,2,2.3%,12.9%,0.8%,-2.0%,1.3%
9/30/2017,37100,"oxnard-thousand oaks-ventura, ca",76,7.0%,-12.5%,-10,-17.2%,8.6%,1.9%,11.1%,0.9%
9/30/2017,17820,"colorado springs, co",77,11.3%,-11.5%,-3,-5.6%,27.5%,3.2%,-13.8%,1.9%
9/30/2017,31540,"madison, wi",78,5.0%,-14.0%,-7,-10.0%,-3.5%,0.8%,-17.3%,-0.6%
9/30/2017,12540,"bakersfield, ca",79,8.3%,-12.9%,-8,-13.1%,-7.8%,0.4%,0.6%,0.8%
9/30/2017,45060,"syracuse, ny",80,9.9%,-22.3%,-8,-9.9%,-18.8%,0.3%,-12.0%,2.7%
9/30/2017,49180,"winston-salem, nc",81,8.0%,-21.0%,-12,-13.0%,2.9%,1.4%,-21.4%,0.5%
9/30/2017,19660,"deltona-daytona beach-ormond beach, fl",82,3.7%,-6.4%,0,0.0%,-2.5%,0.2%,-12.7%,0.3%
9/30/2017,48620,"wichita, ks",83,4.1%,2.7%,-5,-8.8%,-14.0%,-1.4%,22.8%,1.0%
9/30/2017,45780,"toledo, oh",84,6.4%,-16.5%,-10,-14.3%,3.2%,1.3%,13.0%,1.7%
9/30/2017,14260,"boise city, id",85,13.2%,-8.8%,-7,-15.6%,-8.7%,0.0%,11.0%,-0.3%
9/30/2017,44140,"springfield, ma",86,12.8%,-12.0%,-10,-12.3%,-7.2%,0.3%,4.7%,0.1%
9/30/2017,19780,"des moines-west des moines, ia",87,6.9%,3.7%,-5,-6.9%,0.4%,-0.2%,-20.8%,0.3%
9/30/2017,29460,"lakeland-winter haven, fl",88,10.0%,-11.6%,7,9.7%,-11.8%,0.0%,-6.8%,-0.7%
9/30/2017,37340,"palm bay-melbourne-titusville, fl",89,5.7%,6.9%,4,6.2%,-3.1%,-0.7%,0.0%,0.1%
9/30/2017,32580,"mcallen-edinburg-mission, tx",90,2.2%,17.8%,-5,-5.1%,48.8%,1.0%,0.5%,-0.2%
9/30/2017,42540,"scranton--wilkes-barre--hazleton, pa",91,7.2%,-11.5%,-8,-7.5%,0.0%,0.5%,3.1%,0.9%
9/30/2017,25420,"harrisburg-carlisle, pa",92,8.4%,-12.8%,-11,-12.8%,-12.0%,0.1%,-12.7%,1.5%
9/30/2017,49660,"youngstown-warren-boardman, oh-pa",93,15.4%,-9.7%,-13,-14.0%,33.6%,1.9%,-6.8%,0.2%
9/30/2017,12260,"augusta-richmond county, ga-sc",94,10.3%,-16.1%,-13,-13.0%,-32.8%,-1.2%,-35.7%,0.8%
9/30/2017,44700,"stockton-lodi, ca",95,8.2%,-14.3%,-2,-4.7%,-1.9%,1.6%,-7.0%,-0.6%
9/30/2017,16860,"chattanooga, tn-ga",96,14.3%,-15.1%,-2,-2.7%,15.3%,1.9%,14.9%,0.7%
9/30/2017,38860,"portland-south portland, me",97,4.8%,-14.1%,-14,-15.1%,9.9%,1.4%,-8.5%,1.3%
9/30/2017,20500,"durham-chapel hill, nc",98,8.4%,-15.0%,-10,-11.8%,16.4%,1.9%,-20.1%,-0.5%
9/30/2017,44060,"spokane-spokane valley, wa",99,10.0%,-2.8%,-4,-6.6%,17.3%,1.5%,36.1%,1.2%
9/30/2017,27140,"jackson, ms",100,13.3%,-4.1%,5,6.0%,-3.4%,0.0%,-1.7%,0.0%
9/23/2017,35620,"new york-newark-jersey city, ny-nj-pa",1,13.3%,-7.7%,-11,-13.1%,0.8%,0.5%,-2.8%,0.0%
9/23/2017,31080,"los angeles-long beach-anaheim, ca",2,6.4%,-15.0%,-7,-14.9%,-3.8%,1.2%,-7.4%,-0.1%
9/23/2017,16980,"chicago-naperville-elgin, il-in-wi",3,5.3%,-8.6%,-8,-13.3%,3.2%,1.0%,44.9%,0.0%
9/23/2017,19100,"dallas-fort worth-arlington, tx",4,0.0%,16.8%,0,0.0%,4.3%,-1.0%,-24.8%,2.6%
9/23/2017,37980,"philadelphia-camden-wilmington, pa-nj-de-md",5,7.8%,-11.7%,-8,-10.0%,1.1%,0.9%,-4.2%,0.2%
9/23/2017,47900,"washington-arlington-alexandria, dc-va-md-wv",6,4.6%,-4.0%,-4,-7.4%,4.5%,0.7%,6.2%,0.7%
9/23/2017,26420,"houston-the woodlands-sugar land, tx",7,-3.2%,4.1%,6,10.0%,-5.6%,-0.7%,-63.7%,-1.9%
9/23/2017,33100,"miami-fort lauderdale-west palm beach, fl",8,4.1%,-2.5%,15,17.4%,-20.5%,-1.1%,-19.1%,-0.3%
9/23/2017,12060,"atlanta-sandy springs-roswell, ga",9,10.0%,-6.8%,4,7.5%,-1.2%,0.4%,-3.7%,0.0%
9/23/2017,14460,"boston-cambridge-newton, ma-nh",10,6.0%,-10.8%,-9,-15.8%,-6.1%,0.5%,-19.6%,-0.8%
9/23/2017,41860,"san francisco-oakland-hayward, ca",11,10.0%,-21.0%,-6,-18.2%,-4.0%,2.7%,-5.2%,-1.6%
9/23/2017,19820,"detroit-warren-dearborn, mi",12,18.4%,-13.2%,-6,-11.8%,-3.1%,1.0%,-3.2%,1.3%
9/23/2017,38060,"phoenix-mesa-scottsdale, az",13,4.7%,-9.7%,-6,-10.5%,-0.7%,0.8%,-33.7%,0.3%
9/23/2017,42660,"seattle-tacoma-bellevue, wa",14,12.6%,-14.4%,1,2.9%,-3.7%,1.5%,-10.1%,-1.3%
9/23/2017,33460,"minneapolis-st. paul-bloomington, mn-wi",15,11.7%,-13.7%,-6,-11.8%,1.2%,1.4%,2.3%,0.1%
9/23/2017,40140,"riverside-san bernardino-ontario, ca",16,6.8%,-15.2%,-14,-22.2%,8.6%,1.9%,-50.3%,-0.2%
9/23/2017,45300,"tampa-st. petersburg-clearwater, fl",17,5.6%,-6.1%,4,6.3%,-15.2%,-0.7%,-2.6%,0.6%
9/23/2017,41740,"san diego-carlsbad, ca",18,4.6%,-16.8%,-7,-16.3%,1.1%,2.0%,-2.5%,-0.4%
9/23/2017,41180,"st. louis, mo-il",19,11.8%,-5.0%,-6,-8.5%,7.1%,0.8%,-2.9%,0.8%
9/23/2017,19740,"denver-aurora-lakewood, co",20,2.2%,-0.9%,-5,-11.9%,1.7%,0.3%,-5.9%,0.7%
9/23/2017,12580,"baltimore-columbia-towson, md",21,7.0%,-11.7%,-8,-11.8%,6.3%,1.4%,-5.7%,-0.1%
9/23/2017,38300,"pittsburgh, pa",22,9.0%,-8.4%,-7,-8.8%,1.6%,0.6%,19.5%,0.6%
9/23/2017,38900,"portland-vancouver-hillsboro, or-wa",23,8.0%,4.2%,0,0.0%,3.1%,-0.1%,-0.8%,0.7%
9/23/2017,16740,"charlotte-concord-gastonia, nc-sc",24,12.0%,-9.8%,-6,-8.6%,-12.5%,-0.2%,-49.9%,2.1%
9/23/2017,36740,"orlando-kissimmee-sanford, fl",25,6.8%,-9.0%,3,4.2%,-12.4%,-0.3%,-0.8%,0.0%
9/23/2017,17460,"cleveland-elyria, oh",26,13.3%,-14.2%,-7,-9.3%,1.2%,1.0%,10.0%,0.4%
9/23/2017,17140,"cincinnati, oh-ky-in",27,24.8%,-14.3%,-9,-13.8%,3.1%,1.4%,-8.2%,0.1%
9/23/2017,41700,"san antonio-new braunfels, tx",28,0.0%,11.8%,-5,-7.6%,54.5%,2.4%,3.2%,0.1%
9/23/2017,40900,"sacramento--roseville--arden-arcade, ca",29,4.7%,-7.6%,-6,-12.2%,9.9%,1.8%,6.3%,0.5%
9/23/2017,28140,"kansas city, mo-ks",30,17.7%,-7.6%,-5,-7.8%,9.2%,1.4%,-4.7%,-0.5%
9/23/2017,18140,"columbus, oh",31,20.8%,-10.1%,-8,-13.6%,13.3%,2.0%,14.2%,1.9%
9/23/2017,26900,"indianapolis-carmel-anderson, in",32,27.8%,-15.6%,-7,-10.8%,-7.0%,0.7%,-32.2%,1.0%
9/23/2017,29820,"las vegas-henderson-paradise, nv",33,14.1%,-31.9%,-12,-20.0%,-5.1%,3.0%,28.9%,-0.8%
9/23/2017,12420,"austin-round rock, tx",34,-6.3%,16.9%,4,6.6%,8.4%,-0.5%,14.2%,-0.1%
9/23/2017,34980,"nashville-davidson--murfreesboro--franklin, tn",35,18.5%,-27.1%,-1,-2.4%,-5.8%,2.3%,-67.1%,2.9%
9/23/2017,41940,"san jose-sunnyvale-santa clara, ca",36,22.2%,-46.8%,-4,-11.8%,-13.8%,7.4%,2.7%,-2.4%
9/23/2017,47260,"virginia beach-norfolk-newport news, va-nc",37,3.8%,-3.8%,-6,-8.2%,15.1%,1.0%,-7.7%,0.6%
9/23/2017,33340,"milwaukee-waukesha-west allis, wi",38,4.7%,-35.8%,-7,-11.9%,-1.5%,2.8%,10.9%,3.5%
9/23/2017,39300,"providence-warwick, ri-ma",39,6.1%,-15.0%,-6,-9.5%,-6.0%,0.8%,-60.0%,0.2%
9/23/2017,27260,"jacksonville, fl",40,4.3%,-55.4%,-4,-5.4%,-11.2%,5.9%,-4.3%,6.2%
9/23/2017,36420,"oklahoma city, ok",41,2.7%,-0.4%,0,0.0%,15.9%,1.0%,4.2%,0.5%
9/23/2017,31140,"louisville/jefferson county, ky-in",42,20.6%,-6.2%,-4,-6.9%,2.9%,0.8%,-18.3%,-1.3%
9/23/2017,32820,"memphis, tn-ms-ar",43,11.1%,-17.0%,-13,-18.3%,6.6%,1.7%,-1.5%,0.3%
9/23/2017,35380,"new orleans-metairie, la",44,6.5%,0.4%,-2,-2.7%,8.1%,0.5%,-12.1%,1.6%
9/23/2017,40060,"richmond, va",45,9.3%,-5.6%,-4,-6.3%,18.3%,1.6%,12.0%,1.5%
9/23/2017,15380,"buffalo-cheektowaga-niagara falls, ny",46,12.9%,-19.1%,-7,-13.0%,-14.3%,0.5%,2.6%,1.8%
9/23/2017,25540,"hartford-west hartford-east hartford, ct",47,-1.9%,-1.0%,-10,-12.8%,9.1%,0.5%,-1.0%,-0.2%
9/23/2017,39580,"raleigh, nc",48,7.4%,-2.2%,1,1.6%,6.5%,0.7%,5.6%,1.4%
9/23/2017,13820,"birmingham-hoover, al",49,10.5%,-13.0%,-7,-8.2%,-5.0%,0.5%,-32.3%,0.3%
9/23/2017,40380,"rochester, ny",50,8.9%,-25.4%,-10,-17.5%,-10.1%,1.5%,21.1%,-0.6%
9/23/2017,46060,"tucson, az",51,8.1%,-10.6%,-12,-17.6%,1.9%,1.0%,18.7%,1.5%
9/23/2017,41620,"salt lake city, ut",52,8.5%,-0.2%,-7,-15.9%,19.4%,1.7%,4.6%,1.6%
9/23/2017,24340,"grand rapids-wyoming, mi",53,-7.4%,90.6%,-33,-42.3%,217.5%,3.7%,26.6%,4.0%
9/23/2017,46140,"tulsa, ok",54,5.1%,5.5%,1,1.7%,13.3%,0.5%,-8.5%,0.2%
9/23/2017,10580,"albany-schenectady-troy, ny",55,12.5%,-9.7%,-4,-4.4%,-4.6%,0.3%,-6.5%,0.5%
9/23/2017,10740,"albuquerque, nm",56,2.9%,-10.6%,-7,-10.9%,-3.2%,0.5%,-7.3%,1.3%
9/23/2017,49340,"worcester, ma-ct",57,5.3%,-9.1%,-11,-16.2%,5.2%,1.1%,13.6%,0.2%
9/23/2017,36540,"omaha-council bluffs, ne-ia",58,20.2%,-8.4%,-1,-2.1%,5.8%,1.4%,13.6%,0.1%
9/23/2017,28940,"knoxville, tn",59,11.1%,-18.3%,-14,-16.3%,-0.9%,1.2%,-15.9%,-0.1%
9/23/2017,14860,"bridgeport-stamford-norwalk, ct",60,0.0%,-8.2%,-12,-11.2%,-22.2%,-0.8%,-11.7%,-0.7%
9/23/2017,24860,"greenville-anderson-mauldin, sc",61,6.8%,-10.1%,-10,-13.0%,-3.2%,0.4%,-49.4%,0.1%
9/23/2017,35300,"new haven-milford, ct",62,-0.4%,-17.2%,-12,-13.6%,-19.5%,-0.1%,-19.8%,-0.4%
9/23/2017,35840,"north port-sarasota-bradenton, fl",63,-2.8%,4.1%,6,6.7%,-17.1%,-1.2%,13.4%,0.2%
9/23/2017,19380,"dayton, oh",64,16.7%,-19.9%,-14,-19.2%,11.8%,2.2%,14.2%,1.2%
9/23/2017,46520,"urban honolulu, hi",65,-3.5%,1.3%,-1,-1.6%,20.6%,1.4%,-34.2%,-0.2%
9/23/2017,10900,"allentown-bethlehem-easton, pa-nj",66,12.5%,-19.4%,-13,-15.1%,21.5%,2.4%,-20.7%,0.7%
9/23/2017,12940,"baton rouge, la",67,0.7%,18.5%,-7,-9.7%,-11.4%,-1.9%,88.9%,1.7%
